universidad_id,universidad_nombre,universidad_fecha_fundacion,universidad_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,universidad_calle_numero,universidad_colonia,universidad_cp,email,longitud,latitud,link_sic,fecha_mod,nom_ent_corto,fn_universidad_colonia,nom_ent_etq
684,Universidad Tecnológica de Aguascalientes,7921,Gobierno del Estado de Aguascalientes,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Blvd. Juan Pablo II núm. 1302,Fracc. Ex-Hacienda La Cantera,20200,edist@utags.edu.mx,-102.35412,21.83979,http://sic.gob.mx/ficha.php?table=universidad&table_id=684,1550497750,Aguascalientes,NA,Aguascalientes
2659,Instituto Superior de Sistema Abierto de Enseñanza,9501,ISSADE,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Av. Aguascalientes Pte. 2017,,NA,issade_ags@yahoo.com.mx,-102.29605,21.87982,http://sic.gob.mx/ficha.php?table=universidad&table_id=2659,1550145512,Aguascalientes,NA,Aguascalientes
1606,Universidad de las Artes,14109,Instituto Cultural de Aguascalientes (ICA),1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Av. Gómez Morín s/n,Col. Ferronales,20180,direccion@universidaddelasartes.edu.mx,-102.28072,21.88916,http://sic.gob.mx/ficha.php?table=universidad&table_id=1606,1712776352,Aguascalientes,NA,Aguascalientes
166,"Universidad Panamericana, Campus Aguascalientes",7153,Universidad Panamericana,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Blvd. Jose María Escribá de Balaguer 101,Fracc. Rústicos Calpulli,20290,rpublicas@bonaterra.edu.mx,-102.28384,21.82412,http://sic.gob.mx/ficha.php?table=universidad&table_id=166,1619272278,Aguascalientes,NA,Aguascalientes
1262,"Universidad Interamericana para el Desarrollo (UNID, Campus Aguascalientes",12669,Universidad Interamericana para el Desarrollo (UNID),1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Av. Convención de 1914 Pte. 1204,Col. Panorama,20040,aguascalientes@unid.mx,-102.31293,21.88661,http://sic.gob.mx/ficha.php?table=universidad&table_id=1262,1618225539,Aguascalientes,NA,Aguascalientes
2670,"Universidad Pontificia de México, Campus Aguascalientes",NA,,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Cerro del Laurel 105 esq. Monte Éverest,Fracc. Los Bosques,20100,campus.ags@pontificia.edu.mx,-102.29605,21.87982,http://sic.gob.mx/ficha.php?table=universidad&table_id=2670,1550496950,Aguascalientes,NA,Aguascalientes
1258,Universidad de Estudios Avanzados,13017,,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Av. Héroes de Nacozari Sur 402,Col. San Luis,20250,mauricio.gonzalez@unea.com.mx,-102.28118,21.87798,http://sic.gob.mx/ficha.php?table=universidad&table_id=1258,1618318722,Aguascalientes,NA,Aguascalientes
436,"Tecnológico de Monterrey, Campus Aguascalientes",10459,Instituto Tecnológico y de Estudios Superiores de Monterrey,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Av. Eugenio Garza Sada 1500,Col. Los Pocitos,20328,admisiones.ags@itesm.mx,-102.34082,21.93353,http://sic.gob.mx/ficha.php?table=universidad&table_id=436,1550069046,Aguascalientes,NA,Aguascalientes
1265,Universidad Villasunción,11061,,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Av. de las Américas 601 esq. Brasilia,Fracc. Las Fuentes,20230,vinculacion@uvas.edu.mx,-102.3021,21.8709,http://sic.gob.mx/ficha.php?table=universidad&table_id=1265,1686912688,Aguascalientes,NA,Aguascalientes
2600,"Instituto Tecnológico de la Construcción, Campus Aguascalientes",4748,Particular,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Av. Tecnológico 110,Col. IV Centenario,20190,capacitacionitc@cmicags.mx,0,0,http://sic.gob.mx/ficha.php?table=universidad&table_id=2600,1616598295,Aguascalientes,NA,Aguascalientes
1285,Escuela Superior de Prótesis Dental Esprode,8462,,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Av. Aguascalientes 1406 Pte.,Colinas del Río,20010,esprode@yahoo.com,-102.31727,21.89756,http://sic.gob.mx/ficha.php?table=universidad&table_id=1285,1621845534,Aguascalientes,NA,Aguascalientes
2647,CentroGeo Aguascalientes,NA,CONACYT,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Circuito Tecnopolo Norte 117,Fracc. Tecnopolo Pocitos,20313,contacto@centrogeo.edu.mx,-102.35231,21.8958,http://sic.gob.mx/ficha.php?table=universidad&table_id=2647,1697208487,Aguascalientes,NA,Aguascalientes
1255,Universidad Tecnológica Metropolitana,17789,,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Av. Gerónimo de la Cueva s/n,Col. Villas del Río.,20126,comunicacionutma@gmail.com,-102.24714,21.94228,http://sic.gob.mx/ficha.php?table=universidad&table_id=1255,1700662136,Aguascalientes,NA,Aguascalientes
2641,Centro de Estudios Superiores del Estado de Aguascalientes,NA,,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,"Av. de las Américas 502, int. 202",Fracc. Las Américas,20230,,-102.29605,21.87982,http://sic.gob.mx/ficha.php?table=universidad&table_id=2641,1563182659,Aguascalientes,NA,Aguascalientes
2603,"Universidad Cuauhtémoc, Plantel Aguascalientes Jesús María",16241,,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Adolfo López Mateos 102,Col. Trojes de Alonso,20908,promocionsur@ucuauhtemoc.edu.mx,-102.30089,21.94036,http://sic.gob.mx/ficha.php?table=universidad&table_id=2603,1722527422,Aguascalientes,NA,Aguascalientes
2599,Instituto ESCADIA,9862,Particular,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,"Av. Aguascalientes Norte 1698, piso 1",Centro Comercial Agropecuario,20135,vinculacion1@institutoescadia.edu.mx,-102.29662,21.91532,http://sic.gob.mx/ficha.php?table=universidad&table_id=2599,1723653655,Aguascalientes,NA,Aguascalientes
1264,Universidad Politécnica de Aguascalientes,11899,Gobierno del Estado de Aguascalientes,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Paseo San Gerardo 207,Fracc. San Gerardo,20342,alicia.sanchez@upa.edu.mx,-102.29534,21.80682,http://sic.gob.mx/ficha.php?table=universidad&table_id=1264,1550496224,Aguascalientes,NA,Aguascalientes
2640,"Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación, Aguascalientes",15645,,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Circuito Tecnopolo Sur 112,Fracc. Tecnopolo Pocitos,20326,vinculacion@infotec.mxx,-102.29605,21.87982,http://sic.gob.mx/ficha.php?table=universidad&table_id=2640,1677249448,Aguascalientes,NA,Aguascalientes
2652,Colegio Latinoamericano de Educación Avanzada,12784,,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,"República del Salvador 1619, 1er. piso",Col. Valle Dorado,20235,ecancino@clea.edu.mx,-102.29605,21.87982,http://sic.gob.mx/ficha.php?table=universidad&table_id=2652,1549890132,Aguascalientes,NA,Aguascalientes
104,Universidad Pedagógica Nacional (UPN) U-011 Aguascalientes,3554,Instituto de Educación de Aguascalientes,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,J. Jesús Consuelo 226,Col. Gremial Ferrocarrilera,20030,unidad@upn011.edu.mx,-102.28432,21.89113,http://sic.gob.mx/ficha.php?table=universidad&table_id=104,1563811877,Aguascalientes,NA,Aguascalientes
1280,Escuela Normal de Aguascalientes,3165,Gobierno del Estado de Aguascalientes,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Av. Paseo de la Cruz 904,Fracc. IV Centenario,20260,ena@aguascalientes.gob.mx,-102.28063,21.87265,http://sic.gob.mx/ficha.php?table=universidad&table_id=1280,1549891597,Aguascalientes,NA,Aguascalientes
1284,Esc. Normal Sup. Fed. Profr. José Santos Valdés,2888,Secretaría de Educación Pública,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Blvd. Nazario Ortiz Garza s/n,Col. Santa Anita,20170,difusion@ensfa.edu.mx,-102.2736,21.89806,http://sic.gob.mx/ficha.php?table=universidad&table_id=1284,1680706439,Aguascalientes,NA,Aguascalientes
119,UVM Aguascalientes - Universidad del Valle de México,11547,"Universidad del Valle de México, S.C.",1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Blvd. Juan Pablo II núm. 1144 esq. Héroes de Chapultepec,Fracc. Loma Bonita,20200,socialcontactcenter1@uvmnet.edu,-102.34251,21.85718,http://sic.gob.mx/ficha.php?table=universidad&table_id=119,1717089875,Aguascalientes,NA,Aguascalientes
3884,"Universidad del Desarrollo Profesional (UNIDEP), plantel Aguascalientes",NA,"Universidad del Desarrollo Profesional, S.C.",1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,José María Chávez 1123,Col. Obraje,20230,atencion@unidep.edu.mx,-102.29495,21.86692,http://sic.gob.mx/ficha.php?table=universidad&table_id=3884,1704707044,Aguascalientes,NA,Aguascalientes
2656,Instituto Escadia,13149,,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,"Av. Aguascalientes Norte 1698, 1er. piso",Col. Agropecuario,20135,ricardo.rodriguez@escadia.mx,-102.29605,21.87982,http://sic.gob.mx/ficha.php?table=universidad&table_id=2656,1550057576,Aguascalientes,NA,Aguascalientes
1279,Universidad CLEA,12949,"Colegio Latinoamericano de Educación Avanzada, A.C.",1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Av. República del Salvador 1619,Fracc. Valle Dorado,20235,informes@clea.edu.mx,-102.30588,21.86298,http://sic.gob.mx/ficha.php?table=universidad&table_id=1279,1725907174,Aguascalientes,NA,Aguascalientes
2598,Universidad Nissan,16862,,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Km 75 Carretera Federal Lagos de Moreno,San Gerardo,NA,edgar.bravo@nissan.com.mx,0,0,http://sic.gob.mx/ficha.php?table=universidad&table_id=2598,1547731027,Aguascalientes,NA,Aguascalientes
667,Instituto Tecnológico de Aguascalientes,-853,SEP/Tecnológico Nacional de México (TecNM),1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,Av. Adolfo López Mateos 1801 Ote.,Fracc. Bona Gens,20255,comunicacion@aguascalientes.tecnm.mx,-102.26138,21.87654,http://sic.gob.mx/ficha.php?table=universidad&table_id=667,1724097203,Aguascalientes,NA,Aguascalientes
4111,"Universidad para el Bienestar Benito Juárez García, sede Asientos",18107,SEP/Organismo Coordinador de las Universidades para el Bienestar Benito Juárez García,1,Aguascalientes,2,Asientos,1,Asientos,"Domicilio Conocido, Carretera federal número 22 Tramo Rincón de Romos-Loreto",,20710,dirvinculacion@ubbj.edu.mx,-102.09007,22.23358,http://sic.gob.mx/ficha.php?table=universidad&table_id=4111,1719864646,Aguascalientes,NA,Aguascalientes
3958,"Universidad para el Bienestar Benito Juárez García, sede Calvillo",18107,SEP/Organismo Coordinador de las Universidades para el Bienestar Benito Juárez García,1,Aguascalientes,3,Calvillo,1,Calvillo,Carr. La Panadera-Palo Alto km 12+800,Col. La Labor,20880,dirvinculacion@ubbj.edu.mx,-102.68878,21.96584,http://sic.gob.mx/ficha.php?table=universidad&table_id=3958,1719431301,Aguascalientes,NA,Aguascalientes
1277,Centro de Actualización del Magisterio,-9054,Instituto de Educación de Aguascalientes,1,Aguascalientes,5,Jesús María,1,Jesús María,Av. Ayuntamiento 406,Col. Cedros,20270,cam-aguascalientes@gmail.com,-102.34889,21.96358,http://sic.gob.mx/ficha.php?table=universidad&table_id=1277,1728504511,Aguascalientes,NA,Aguascalientes
2597,Instituto Tecnológico de Pabellón de Artega,14123,SEP/Tecnológico Nacional de México (TecNM),1,Aguascalientes,6,Pabellón de Arteaga,1,Pabellón de Arteaga,Carr. Estación de Rincón Km 1,,20670,dir01_parteaga@tecnm.mx,-102.27022,22.16168,http://sic.gob.mx/ficha.php?table=universidad&table_id=2597,1724099888,Aguascalientes,NA,Aguascalientes
2671,"Universidad Villasunción, Campus Encarnación de Díaz",NA,,1,Aguascalientes,7,Rincón de Romos,1,Rincón de Romos,Hermenegildo Galeana 24,Col. Independencia,20410,,-102.32307,22.22923,http://sic.gob.mx/ficha.php?table=universidad&table_id=2671,1550503978,Aguascalientes,NA,Aguascalientes
1281,Escuela Normal de Rincon de Romos Dr. Rafael Francisco Aguilar Lomelí,2898,,1,Aguascalientes,7,Rincón de Romos,1,Rincón de Romos,Aldama 205,Col. Santa Elena,20400,palasaguila@hotmail.com,-102.32438,22.23248,http://sic.gob.mx/ficha.php?table=universidad&table_id=1281,1549894622,Aguascalientes,NA,Aguascalientes
284,"Universidad Tecnológica del Norte de Aguascalientes, Campus Rincón de Romos",11134,Universidad Tecnológica del Norte de Aguascalientes,1,Aguascalientes,7,Rincón de Romos,35,Rincón de Romos [Estación],Av. Universidad 1001,Col. Estación Rincón,20400,sandravm@utna.edu.mx,-102.28136,22.22484,http://sic.gob.mx/ficha.php?table=universidad&table_id=284,1550498533,Aguascalientes,NA,Aguascalientes
4175,Instituto Tecnológico El Llano Aguascalientes,3219,SEP/Tecnológico Nacional de México (TecNM),1,Aguascalientes,10,El Llano,1,Palo Alto,Km. 18 Carretera Ags.-S.L.P,Col. El Llano,20330,cyd_llano@tecnm.mx,-101.96531,21.91887,http://sic.gob.mx/ficha.php?table=universidad&table_id=4175,1724260960,Aguascalientes,NA,Aguascalientes
2658,Instituto Tecnológico El Llano de Aguascalientes,15675,,1,Aguascalientes,10,El Llano,1,Palo Alto,"Carr. Aguascalientes - San Luis Potosí, km 18",,20330,itllano@hotmail.com,-101.96531,21.91887,http://sic.gob.mx/ficha.php?table=universidad&table_id=2658,1550065367,Aguascalientes,NA,Aguascalientes
1370,"Universidad Autónoma de Durango, campus Aguascalientes",10957,"Fomento Educativo y Cultural Francisco de Ibarra, A.C.",1,Aguascalientes,11,San Francisco de los Romo,1,San Francisco de los Romo,"Antiguos Viñedos Rivier, Carr. Federal 45, salida a Zacatecas",Fracc. Valle de Aguascalientes,20358,direccion@aguascalientes.uad.edu.mx,-102.28808,21.97636,http://sic.gob.mx/ficha.php?table=universidad&table_id=1370,1705664036,Aguascalientes,NA,Aguascalientes
2880,"Universidad Vizcaya de las Américas, campus Ensenada",NA,"Patronato Cultural Vizcaya, A. C.",2,Baja California,1,Ensenada,1,Ensenada,Av. Moctezuma 1300,Centro,22800,informes@uva.edu.mx,-116.62398,31.87654,http://sic.gob.mx/ficha.php?table=universidad&table_id=2880,1705399074,Baja California,NA,Baja California
1230,"Universidad de Tijuana, Campus Ensenada",8766,Universidad de Tijuana (CUT),2,Baja California,1,Ensenada,1,Ensenada,Pedregal Playitas,Playa Alta,22860,,-116.64325,31.8675,http://sic.gob.mx/ficha.php?table=universidad&table_id=1230,1642426663,Baja California,NA,Baja California
2423,Escuela Normal Estatal  Profr. Jesús Prado Luna,3652,,2,Baja California,1,Ensenada,1,Ensenada,Av. Eucalipto y de las Rosas s/n,Fracc. Valle Verde,22839,normalestatal@benejpl.edu.mx,-116.60573,31.8848,http://sic.gob.mx/ficha.php?table=universidad&table_id=2423,1550589286,Baja California,NA,Baja California
2031,Centro de Investigación Científica y de Educación Superior de Ensenada (CICESE),1356,CONACYT,2,Baja California,1,Ensenada,1,Ensenada,Carr. Ensenada-Tijuana 3918,Zona Playitas,22860,webmaster@cicese.mx; fgraef@cicese.mx,-116.66443,31.86817,http://sic.gob.mx/ficha.php?table=universidad&table_id=2031,1550674083,Baja California,NA,Baja California
3927,Universidad de Ensenada,NA,,2,Baja California,1,Ensenada,1,Ensenada,Calle Mar 198,,NA,coordinacion@universidaddeensenada.edu.mx,-116.61239,31.87908,http://sic.gob.mx/ficha.php?table=universidad&table_id=3927,1714421131,Baja California,NA,Baja California
1293,"Universidad del Desarrollo Profesional, Plantel Ensenada",10957,Universidad del Desarrollo Profesional (UNIDEP),2,Baja California,1,Ensenada,1,Ensenada,Av. Adolfo López Mateos 2008,Fracc. Granados,22840,infoens@unidep.edu.mx,-116.60944,31.8561,http://sic.gob.mx/ficha.php?table=universidad&table_id=1293,1553693289,Baja California,NA,Baja California
2687,"Centro de Estudios Superiores de la Frontera, Campus Ensenada",NA,,2,Baja California,1,Ensenada,1,Ensenada,Av. Miramar esq. Calle 18 núm. 700,Zona Centro,22800,contacto@unifront.mx,-116.59513,31.80894,http://sic.gob.mx/ficha.php?table=universidad&table_id=2687,1720021340,Baja California,NA,Baja California
2755,Instituto Tecnológico de Ensenada,10109,SEP/Tecnológico Nacional de México (TecNM),2,Baja California,1,Ensenada,1,Ensenada,Blvd. Tecnológico 150,Ex Ejido Chapultepec,22780,direccion@ite.edu.mx,-116.59054,31.80305,http://sic.gob.mx/ficha.php?table=universidad&table_id=2755,1724099675,Baja California,NA,Baja California
2032,Fundación Telecomunicaciones para Educación y Desarrollo (Teleddes),10542,,2,Baja California,1,Ensenada,1,Ensenada,Av. Punta Banda 141,Fracc. Chapultepec,22870,info@fundacionteleddes.org,0,0,http://sic.gob.mx/ficha.php?table=universidad&table_id=2032,1551195459,Baja California,NA,Baja California
3888,"Universidad del Desarrollo Profesional (UNIDEP), plantel Ensenada",NA,"Universidad del Desarrollo Profesional, S.C.",2,Baja California,1,Ensenada,1,Ensenada,Av. Adolfo López Mateos 2008,Col. Nueva Ensenada,22830,atencion@unidep.edu.mx,-116.60951,31.85639,http://sic.gob.mx/ficha.php?table=universidad&table_id=3888,1704456779,Baja California,NA,Baja California
1298,"Universidad Interamericana para el Desarrollo, Sede Ensenada",NA,Universidad Interamericana para el Desarrollo (UNID),2,Baja California,1,Ensenada,1,Ensenada,Blvd. Las Dunas y Caracoles 115,Fracc. Playa Ensenada,22880,ensenada@unid.mx,-116.60602,31.85957,http://sic.gob.mx/ficha.php?table=universidad&table_id=1298,1708691973,Baja California,NA,Baja California
1229,"Universidad Xochicalco, Campus Ensenada",3337,,2,Baja California,1,Ensenada,1,Ensenada,San Francisco 1139,Fracc. Misión,22830,info@xoxhicalco.edu.mx,-116.61077,31.86989,http://sic.gob.mx/ficha.php?table=universidad&table_id=1229,1553787652,Baja California,NA,Baja California
1228,"Centro de Enseñanza Técnica y Superior, Campus Ensenada",1826,"Centro de Enseñanza Técnica y Superior,  A. C. (CETYS)",2,Baja California,1,Ensenada,1,Ensenada,"Camino Microondas Trinidad Km. 1, s/n Las Palmas 3ra. sección",Col. Moderna Oeste,22860,informes.ens@cetys.mx,-116.66461,31.86783,http://sic.gob.mx/ficha.php?table=universidad&table_id=1228,1550584474,Baja California,NA,Baja California
1225,"Universidad Autónoma de Baja California, Campus Ensenada",-3304,Universidad Autónoma de Baja California (UABC),2,Baja California,1,Ensenada,1,Ensenada,Carr. Transpeninsular Ensenada - Tijuana 3917,Col. Playitas,22860,vicerrectoriaens@uabc.edu.mx; jwagner@uabc.mx,0,0,http://sic.gob.mx/ficha.php?table=universidad&table_id=1225,1553174165,Baja California,NA,Baja California
2830,"Universidad Autónoma de Durango, campus Ensenada",NA,"Fomento Educativo y Cultural Francisco de Ibarra, A.C.",2,Baja California,1,Ensenada,1,Ensenada,Lago Chapala 568 esq. Lago Victoria,Fracc. Valle Dorado,22890,,-116.59254,31.83226,http://sic.gob.mx/ficha.php?table=universidad&table_id=2830,1705920192,Baja California,NA,Baja California
1227,"Tecnológico de Baja California, Campus Ensenada",9709,,2,Baja California,1,Ensenada,1,Ensenada,Av. Miguel 89,Col. Ampliación Moderna,22879,contacto@tbc.mx,-116.6393,31.86505,http://sic.gob.mx/ficha.php?table=universidad&table_id=1227,1492017046,Baja California,NA,Baja California
1249,Universidad de Tijuana (CUT) Campus San Quintín,NA,,2,Baja California,1,Ensenada,3091,San Agustín,Calle Tercera 135,Fracc. San Quintín,22940,admisiones.cutsq@udetijuana.edu.mx,-115.9456,30.55969,http://sic.gob.mx/ficha.php?table=universidad&table_id=1249,1695820520,Baja California,NA,Baja California
1246,"Universidad de Tijuana, campus Mexicali",9131,Universidad de Tijuana (CUT),2,Baja California,2,Mexicali,1,Mexicali,Av. Reforma 1381,Col. Nueva,21100,promocion.cut.mxli@udetijuana.edu.mx,-115.46921,32.66505,http://sic.gob.mx/ficha.php?table=universidad&table_id=1246,1696595400,Baja California,NA,Baja California
2754,Instituto Superior de Filosofía,NA,,2,Baja California,2,Mexicali,1,Mexicali,Av. Madero 2000,Centro,21100,seminario@server.diocesismxl.org.mx,-115.47558,32.64118,http://sic.gob.mx/ficha.php?table=universidad&table_id=2754,1552402470,Baja California,NA,Baja California
3890,"Universidad del Desarrollo Profesional (UNIDEP), plantel Mexicali",NA,"Universidad del Desarrollo Profesional, S.C.",2,Baja California,2,Mexicali,1,Mexicali,Blvd. Lázaro Cárdenas 1999,Col. Plutarco Elias Calles,21399,atencion@unidep.edu.mx,-115.4042,32.62254,http://sic.gob.mx/ficha.php?table=universidad&table_id=3890,1704461641,Baja California,NA,Baja California
2751,Instituto de Bellas Artes del Estado de Baja California,NA,,2,Baja California,2,Mexicali,1,Mexicali,Av. Obregón esq. Pedro F. Pérez y Ramírez s/n,Centro,21100,ibabc@prodigy.net.mx,-115.47558,32.64118,http://sic.gob.mx/ficha.php?table=universidad&table_id=2751,1552394286,Baja California,NA,Baja California
1292,Universidad de Educación Abierta y a Distancia,9073,,2,Baja California,2,Mexicali,1,Mexicali,Blvd. Lázaro Cárdenas 1651-14,Col. Hidalgo,21389,udead@telnor.net,-115.46549,32.62411,http://sic.gob.mx/ficha.php?table=universidad&table_id=1292,1553611733,Baja California,NA,Baja California
2426,"Escuela Superior de Comercio Exterior, Plantel Mexicali",8766,Universidad de Negocios,2,Baja California,2,Mexicali,1,Mexicali,Blvd. López Mateos 1622,Col. Zacatecas,21090,gerasoli@hotmail.com,-115.4619,32.63161,http://sic.gob.mx/ficha.php?table=universidad&table_id=2426,1619513463,Baja California,NA,Baja California
1266,Benemérita Escuela Normal  Educadora Rosaura Zapata,-4444,,2,Baja California,2,Mexicali,1,Mexicali,Av. Fernando Montes de Oca 399,Col. Primero de Diciembre,21260,info@normalrosaurazapata.edu.mx,-115.44245,32.6479,http://sic.gob.mx/ficha.php?table=universidad&table_id=1266,1618924568,Baja California,NA,Baja California
2711,Escuela Normal Experimental Mtro. Rafael Ramírez,NA,,2,Baja California,2,Mexicali,1,Mexicali,Blvd. Delta s/n,Ejido Nuevo León,21705,escnormalrafaelramirez@prodigy.net.mx,-115.47558,32.64118,http://sic.gob.mx/ficha.php?table=universidad&table_id=2711,1551096638,Baja California,NA,Baja California
2684,"Centro de Estudios de Posgrado, Campus Mexicali",NA,,2,Baja California,2,Mexicali,1,Mexicali,"Blvd. Benito Juárez  1298, local 25",Fracc. Jardines del Valle,21270,,-115.47558,32.64118,http://sic.gob.mx/ficha.php?table=universidad&table_id=2684,1550665724,Baja California,NA,Baja California
2682,Benemérita Escuela Normal Urbana Nocturna del Estado,NA,,2,Baja California,2,Mexicali,1,Mexicali,Av. Juan Escutia esq. Río San Lorenzo,Col. Prohogar,21240,,-115.47558,32.64118,http://sic.gob.mx/ficha.php?table=universidad&table_id=2682,1550662044,Baja California,NA,Baja California
1267,Benemérita Escuela Normal Urbana Federal Fronteriza de Mexicali,NA,"Escuela Normal Fronteriza de Mexicali, A.C.",2,Baja California,2,Mexicali,1,Mexicali,Churubusco s/n,Ex Ejido Coahuila,NA,benuffoficial@gmail.com,-115.44115,32.62993,http://sic.gob.mx/ficha.php?table=universidad&table_id=1267,1550590484,Baja California,NA,Baja California
1269,"Centro de Enseñanza Técnica y Superior, Campus Mexicali",-3240,"Centro de Enseñanza Técnica y Superior, A. C",2,Baja California,2,Mexicali,1,Mexicali,Calz. Cetys s/n,Col. Rivera,21259,infocetys@cetys.mx,-115.41053,32.65454,http://sic.gob.mx/ficha.php?table=universidad&table_id=1269,1550585248,Baja California,NA,Baja California
2730,Instituto de Administración Pública del Estado de Baja California,NA,,2,Baja California,2,Mexicali,1,Mexicali,Av. de la Patria 868 letra G,Centro Cívico,21100,,-115.47558,32.64118,http://sic.gob.mx/ficha.php?table=universidad&table_id=2730,1551276702,Baja California,NA,Baja California
